State,Value
 11  1     1,0.6634204312890624
 11  1    1 ,0.7001750258203123
 11  1    11,-0.7370263429687498
 11  1   1  ,-0.03491686480468755
 11  1   1 1,-0.8573749999999999
 11  1   11 ,-0.7370263429687498
 11  1   111,-0.03868904687500008
 11  1  1   ,-0.034916864804687565
 11  1  1  1,-0.7370263429687498
 11  1  1 1 ,-0.8206204054687497
 11  1  1 11,-0.8573749999999999
 11  1  11  ,-0.7370263429687498
 11  1  11 1,0.7758172031249998
 11  1  111 ,-0.17418279687500027
 11  1  1111,-0.9092746875
 11  1 1    ,-0.034916864804687586
 11  1 1   1,-0.7370263429687498
 11  1 1  1 ,-0.7370263429687498
 11  1 1  11,-0.03868904687500003
 11  1 1 1  ,-0.7370263429687498
 11  1 1 1 1,-0.08155779687500007
 11  1 1 11 ,-0.08618904687500004
 11  1 1 111,-0.7737809374999999
 11  1 11   ,-1.5149869835937495
 11  1 11  1,-0.038689046875
 11  1 11 1 ,-0.1290577968750001
 11  1 11 11,-0.006774687499999932
 11  1 111  ,-0.17418279687500027
 11  1 111 1,-1.7666496874999997
 11  1 1111 ,0.18335031250000022
 11  1 11111,-0.1354937500000001
 11  11     ,-0.034916864804687586
 11  11    1,-0.7798950929687498
 11  11   1 ,-0.7798950929687498
 11  11   11,-0.03868904687500003
 11  11  1  ,-0.7798950929687498
 11  11  1 1,0.7758172031249998
 11  11  11 ,-0.03868904687500003
 11  11  111,0.0407253125
 11  11 1   ,-1.4721182335937495
 11  11 1  1,-0.03868904687500008
 11  11 1 1 ,-0.08155779687500009
 11  11 1 11,-1.7666496874999997
 11  11 11  ,-0.03868904687500008
 11  11 11 1,-1.7666496874999997
 11  11 111 ,-0.95
 11  11 1111,-0.9928687500000001
 11  111    ,-1.5557122960937497
 11  111   1,1.6783172031249998
 11  111  1 ,0.006435953124999894
 11  111  11,-1.7666496874999997
 11  111 1  ,-0.03868904687500008
 11  111 1 1,-2.5811559374999997
 11  111 11 ,-0.8166496874999998
 11  111 111,-0.04286875000000001
 11  1111   ,0.8209422031249999
 11  1111  1,-1.7666496874999997
 11  1111 1 ,-1.7666496874999997
 11  1111 11,1.8596312499999998
 11  11111  ,-1.7666496874999997
 11  11111 1,1.8596312499999998
 11  111111 ,-0.9928687500000002
 11  1111111,-1.8073749999999997
 11 1       ,-0.6651662745292967
 11 1      1,-0.03491686480468746
 11 1     1 ,-0.03491686480468759
 11 1     11,-0.6983372960937497
 11 1    1  ,0.7001750258203123
 11 1    1 1,-0.7370263429687498
 11 1    11 ,-0.7370263429687498
 11 1    111,-0.08155779687500009
 11 1   1   ,-0.034916864804687524
 11 1   1  1,-0.7798950929687498
 11 1   1 1 ,-0.6983372960937497
 11 1   1 11,-0.08155779687500009
 11 1   11  ,-0.7370263429687498
 11 1   11 1,-0.03868904687500007
 11 1   111 ,-0.08155779687500009
 11 1   1111,-0.8166496874999998
 11 1  1    ,-0.034916864804687496
 11 1  1   1,-0.6983372960937497
 11 1  1  1 ,-0.7798950929687498
 11 1  1  11,0.7758172031249998
 11 1  1 1  ,-0.7412060460937498
 11 1  1 1 1,-0.03868904687500006
 11 1  1 11 ,-0.03868904687500008
 11 1  1 111,-1.6311559374999995
 11 1  11   ,-0.7370263429687498
 11 1  11  1,-0.03868904687500008
 11 1  11 1 ,0.7758172031249998
 11 1  11 11,-1.6311559374999995
 11 1  111  ,-0.8573749999999999
 11 1  111 1,-0.7737809374999998
 11 1  1111 ,-1.6311559374999995
 11 1  11111,-0.04286875000000012
 11 1 1     ,-0.04750000000000004
 11 1 1    1,-0.95611415546875
 11 1 1   1 ,-0.7370263429687498
 11 1 1   11,-0.03868904687500008
 11 1 1  1  ,-1.6870263429687498
 11 1 1  1 1,-0.08155779687500009
 11 1 1  11 ,-0.08155779687500009
 11 1 1  111,-0.95
 11 1 1 1   ,-0.95
 11 1 1 1  1,-0.08155779687500009
 11 1 1 1 1 ,-0.08155779687500009
 11 1 1 1 11,-0.9092746874999997
 11 1 1 11  ,-0.03868904687500008
 11 1 1 11 1,-1.7237809375
 11 1 1 111 ,-1.6311559374999995
 11 1 1 1111,1.8596312499999998
 11 1 11    ,0.0
 11 1 11   1,-0.03868904687499999
 11 1 11  1 ,-0.1741827968750002
 11 1 11  11,-0.8166496874999998
 11 1 11 1  ,-0.08155779687500009
 11 1 11 1 1,-1.6311559374999995
 11 1 11 11 ,-0.9092746874999998
 11 1 11 111,-0.9928687500000001
 11 1 111   ,-0.08155779687500009
 11 1 111  1,-1.6786559374999996
 11 1 111 1 ,0.04072531250000007
 11 1 111 11,-0.13549375000000008
 11 1 1111  ,0.0858503125000001
 11 1 1111 1,-0.9928687500000001
 11 1 11111 ,-0.9928687500000001
 11 1 111111,-1.8073749999999997
 11 11      ,-0.034916864804687586
 11 11     1,-0.7798950929687498
 11 11    1 ,-0.7370263429687498
 11 11    11,-0.12228310937499998
 11 11   1  ,-0.8206204054687497
 11 11   1 1,-0.03868904687500011
 11 11   11 ,0.6922231406249997
 11 11   111,-1.6311559374999993
 11 11  1   ,-0.7798950929687498
 11 11  1  1,-0.12228310937500009
 11 11  1 1 ,-0.08155779687500009
 11 11  1 11,-0.8166496874999998
 11 11  11  ,0.7350918906249998
 11 11  11 1,-2.5811559374999997
 11 11  111 ,0.08585031250000008
 11 11  1111,-0.9928687500000001
 11 11 1    ,-0.7798950929687498
 11 11 1   1,-0.08155779687500009
 11 11 1  1 ,-0.03868904687500006
 11 11 1  11,-1.6311559374999995
 11 11 1 1  ,-0.03868904687500008
 11 11 1 1 1,-1.6311559374999995
 11 11 1 11 ,-1.6311559374999995
 11 11 1 111,0.8596312499999998
 11 11 11   ,-0.03868904687500008
 11 11 11  1,0.9432253125000001
 11 11 11 1 ,-1.6786559374999996
 11 11 11 11,-0.9928687500000002
 11 11 111  ,-1.6311559374999995
 11 11 111 1,-0.04286875000000012
 11 11 1111 ,-0.9928687500000002
 11 11 11111,-1.807375
 11 111     ,-0.95
 11 111    1,0.006435953124999894
 11 111   1 ,-0.12228310937500009
 11 111   11,-0.8641496874999999
 11 111  1  ,-0.08155779687500009
 11 111  1 1,-1.7666496874999997
 11 111  11 ,-1.7666496874999997
 11 111  111,-0.9928687500000001
 11 111 1   ,-0.08155779687500009
 11 111 1  1,-1.7666496874999997
 11 111 1 1 ,-1.6786559374999996
 11 111 1 11,-0.9928687500000002
 11 111 11  ,-1.6786559374999996
 11 111 11 1,2.71700625
 11 111 111 ,-0.1354937500000001
 11 111 1111,-1.8073749999999997
 11 1111    ,-0.95
 11 1111   1,-1.7666496874999997
 11 1111  1 ,-1.6311559374999995
 11 1111  11,-0.9928687500000001
 11 1111 1  ,-1.7666496874999997
 11 1111 1 1,-0.95
 11 1111 11 ,-0.13549375000000022
 11 1111 111,-1.8073749999999997
 11 11111   ,-2.5811559374999997
 11 11111  1,-0.9928687500000002
 11 11111 1 ,-0.99286875
 11 11111 11,-1.8073749999999997
 11 111111  ,-0.04286875000000007
 11 111111 1,-0.9048749999999999
 11 1111111 ,0.04512500000000008
 11 11111111,-0.0475000000000001
 111        ,-0.7038553214042966
 111       1,0.0
 111      1 ,-0.07360591167968758
 111      11,-0.7370263429687498
 111     1  ,-0.034916864804687565
 111     1 1,-0.7370263429687497
 111     11 ,-0.8206204054687498
 111     111,-0.08155779687500009
 111    1   ,-0.03491686480468747
 111    1  1,-0.7370263429687498
 111    1 1 ,-0.7370263429687498
 111    1 11,-0.8960640468750001
 111    11  ,-0.7370263429687498
 111    11 1,-0.038689046875000105
 111    111 ,-0.08155779687500009
 111    1111,0.12871906250000018
 111   1    ,-0.034916864804687496
 111   1   1,-0.7798950929687498
 111   1  1 ,-1.4721182335937495
 111   1  11,-0.08155779687500009
 111   1 1  ,-0.7798950929687498
 111   1 1 1,-0.08155779687500009
 111   1 11 ,-0.08155779687500009
 111   1 111,-1.6311559374999995
 111   11   ,-0.7798950929687498
 111   11 1 ,-0.95
 111   11 11,0.9432253125000001
 111   111  ,1.5495981406249995
 111   111 1,-1.7666496874999997
 111   1111 ,0.0407253125
 111   11111,-0.9928687500000001
 111  1     ,-0.06523550621093753
 111  1    1,-0.7458372960937499
 111  1   1 ,-0.9561141554687498
 111  1   11,-0.08155779687500009
 111  1  1  ,-1.5149869835937495
 111  1  1 1,-0.08155779687500009
 111  1  11 ,-0.08155779687500009
 111  1  111,-0.8166496874999998
 111  1 1   ,-0.95
 111  1 1  1,-0.08155779687500009
 111  1 1 1 ,-1.031557796875
 111  1 1 11,-0.9092746875000001
 111  1 11  ,-0.12228310937500009
 111  1 11 1,-0.8641496874999999
 111  1 111 ,0.0858503125000001
 111  1 1111,-0.9928687500000001
 111  11    ,-1.5196182335937494
 111  11   1,-0.1741827968750002
 111  11  1 ,-0.08618904687500004
 111  11  11,-0.9092746874999998
 111  11 1  ,-0.9435640468750001
 111  11 1 1,-1.6311559374999995
 111  11 11 ,-0.8166496874999998
 111  11 111,-0.09036875000000011
 111  111   ,-0.08155779687500009
 111  111  1,-1.7666496874999997
 111  111 1 ,-1.7666496874999997
 111  111 11,-0.9928687500000001
 111  1111  ,-1.7666496874999997
 111  1111 1,1.8596312499999998
 111  11111 ,-0.1354937500000001
 111  111111,-1.8073749999999997
 111 1      ,0.0
 111 1     1,-0.95
 111 1    1 ,-0.95
 111 1    11,0.8209422031249999
 111 1   1  ,-0.8206204054687497
 111 1   1 1,0.6922231406249997
 111 1   11 ,-0.08155779687500009
 111 1   111,0.0858503125000001
 111 1  1   ,-0.7370263429687499
 111 1  1  1,0.0
 111 1  1 1 ,-0.1290577968750001
 111 1  1 11,-0.8166496874999998
 111 1  11  ,-0.1741827968750002
 111 1  11 1,-1.7666496874999997
 111 1  111 ,-0.8166496874999998
 111 1  1111,0.8596312499999998
 111 1 1    ,-0.95
 111 1 1   1,0.0
 111 1 1  1 ,-0.08155779687500007
 111 1 1  11,-1.6311559374999993
 111 1 1 1  ,-0.08155779687500009
 111 1 1 1 1,-0.7286559374999997
 111 1 1 11 ,-1.6311559374999995
 111 1 1 111,-0.9928687500000001
 111 1 11   ,-0.17418279687500027
 111 1 11  1,-1.7666496874999997
 111 1 11 1 ,0.9932253125000001
 111 1 11 11,-0.9928687500000001
 111 1 111  ,-2.5811559374999997
 111 1 111 1,-0.99286875
 111 1 1111 ,-0.99286875
 111 1 11111,-1.8073749999999997
 111 11     ,-1.6419013429687495
 111 11    1,0.0
 111 11   1 ,0.8638109531249997
 111 11   11,-2.5811559374999997
 111 11  1  ,-0.9435640468750001
 111 11  1 1,-1.7666496874999997
 111 11  11 ,-0.8166496874999998
 111 11  111,-0.9928687500000001
 111 11 1   ,-0.2577768593750003
 111 11 1  1,-1.7666496874999997
 111 11 1 1 ,-1.7666496874999997
 111 11 1 11,-0.9928687500000002
 111 11 11  ,-1.7666496874999997
 111 11 11 1,1.8596312499999998
 111 11 111 ,-0.9928687500000002
 111 11 1111,-0.9048749999999999
 111 111    ,-0.1290577968750001
 111 111   1,-1.7666496874999997
 111 111  1 ,-1.7666496874999997
 111 111  11,-0.09036875000000011
 111 111 1  ,-1.7666496874999997
 111 111 1 1,-0.04286875000000012
 111 111 11 ,-0.1354937500000001
 111 111 111,-0.9048749999999999
 111 1111   ,-1.7666496874999997
 111 1111  1,-0.09036875000000011
 111 1111 1 ,-0.09036875000000011
 111 1111 11,-1.807375
 111 11111  ,-0.9928687500000001
 111 11111 1,-0.9048749999999999
 111 111111 ,-1.8073749999999997
 111 1111111,-0.0475000000000001
 1111       ,-0.95
 1111      1,-1.5196182335937494
 1111     1 ,-0.8725200929687499
 1111     11,-0.08155779687500009
 1111    1  ,-1.4721182335937495
 1111    1 1,-0.03868904687500003
 1111    11 ,-0.9886890468749999
 1111    111,-0.8166496874999998
 1111   1   ,-0.04750000000000004
 1111   1  1,0.8209422031249999
 1111   1 1 ,-0.08618904687500017
 1111   1 11,-1.7666496874999997
 1111   11  ,-0.08155779687500009
 1111   11 1,-1.7237809375
 1111   111 ,-0.8166496874999998
 1111   1111,-0.9928687500000001
 1111  1    ,-1.6076119835937495
 1111  1   1,-0.03868904687500008
 1111  1  1 ,-0.1290577968750001
 1111  1  11,-0.9092746875
 1111  1 1  ,-0.03868904687500011
 1111  1 1 1,-0.8166496874999998
 1111  1 11 ,-1.631155937499999
 1111  1 111,-0.09036875000000011
 1111  11   ,-0.038689046874999966
 1111  11  1,-2.5811559374999997
 1111  11 1 ,-1.6311559374999995
 1111  11 11,-0.09036875000000011
 1111  111  ,-1.6311559374999995
 1111  111 1,0.8596312499999998
 1111  1111 ,-0.99286875
 1111  11111,-1.8073749999999997
 1111 1     ,-1.3769932335937498
 1111 1    1,0.7802168906249998
 1111 1   1 ,0.9184422031249999
 1111 1   11,-0.9092746875
 1111 1  1  ,1.775817203125
 1111 1  1 1,-1.7666496874999997
 1111 1  11 ,-1.7666496874999997
 1111 1  111,-0.99286875
 1111 1 1   ,-0.08155779687500009
 1111 1 1  1,-0.7666496874999997
 1111 1 1 1 ,-0.6786559374999996
 1111 1 1 11,1.8596312499999998
 1111 1 11  ,-1.7666496874999997
 1111 1 11 1,0.007131250000000033
 1111 1 111 ,-0.99286875
 1111 1 1111,1.045125
 1111 11    ,0.6922231406249997
 1111 11   1,-1.6311559374999995
 1111 11  1 ,0.0858503125000001
 1111 11  11,-0.04286875000000004
 1111 11 1  ,-1.7666496874999997
 1111 11 1 1,-0.9928687500000001
 1111 11 11 ,-0.9928687500000002
 1111 11 111,-1.8073749999999997
 1111 111   ,-1.7666496874999997
 1111 111  1,1.8596312499999998
 1111 111 1 ,-0.9928687500000001
 1111 111 11,-1.8073749999999997
 1111 1111  ,-0.9928687500000001
 1111 1111 1,-1.8073749999999997
 1111 11111 ,-0.9048749999999999
 1111 111111,-0.0475000000000001
 11111      ,-0.95
 11111     1,0.7283172031249997
 11111    1 ,-0.95
 11111    11,-0.8641496874999999
 11111   1  ,-0.038689046874999966
 11111   1 1,-2.5811559375
 11111   11 ,-2.5811559374999993
 11111   111,-0.9928687500000002
 11111  1   ,0.7758172031249998
 11111  1  1,-1.7666496874999997
 11111  1 1 ,-1.7666496874999997
 11111  1 11,-0.9928687500000002
 11111  11  ,-0.8166496874999998
 11111  11 1,-0.09036875000000011
 11111  111 ,-0.99286875
 11111  1111,-0.9048749999999999
 11111 1    ,0.0
 11111 1   1,-0.95
 11111 1  1 ,-1.6786559374999996
 11111 1  11,-0.09036875000000011
 11111 1 1  ,-1.7666496874999997
 11111 1 1 1,-0.9928687500000001
 11111 1 11 ,-0.9928687500000002
 11111 1 111,-1.8073749999999997
 11111 11   ,-1.7666496874999997
 11111 11  1,-0.9928687500000001
 11111 11 1 ,-0.09036875000000011
 11111 11 11,0.09512500000000013
 11111 111  ,-0.95
 11111 111 1,-0.9048749999999999
 11111 1111 ,1.045125
 11111 11111,0.9025
 111111     ,0.9613109531249999
 111111    1,-1.7666496874999997
 111111   1 ,-1.7666496874999997
 111111   11,0.007131249999999811
 111111  1  ,-1.7666496874999997
 111111  1 1,0.007131250000000033
 111111  11 ,1.8596312499999998
 111111  111,-1.8073749999999997
 111111 1   ,-1.5811559374999997
 111111 1  1,-0.09036875000000011
 111111 1 1 ,-0.09036875000000011
 111111 1 11,-1.8073749999999997
 111111 11  ,0.007131249999999811
 111111 11 1,-1.8073749999999997
 111111 111 ,-0.8573749999999999
 111111 1111,-0.0475000000000001
 1111111    ,-0.8641496874999999
 1111111   1,-0.04286875000000001
 1111111  1 ,-0.09036875000000011
 1111111  11,-0.9048749999999999
 1111111 1  ,-0.09036875000000011
 1111111 1 1,-0.8073749999999997
 1111111 11 ,-1.807375
 1111111 111,-0.0475000000000001
 11111111   ,0.7670062499999997
 11111111  1,-1.8073749999999997
 11111111 1 ,-1.8073749999999997
 11111111 11,0.9524999999999999
 111111111  ,-1.8073749999999997
 111111111 1,0.9524999999999999
 1111111111 ,-0.0475000000000001
 11111111111,-0.95
1           ,-0.6037169570811473
1          1,-0.03151247048623046
1         1 ,-0.03151247048623049
1         11,0.033171021564453146
1        1  ,-0.03151247048623055
1        1 1,-0.6651662745292967
1        11 ,-0.6651662745292967
1        111,-0.03491686480468756
1       1   ,0.0
1       1  1,0.03317102156445318
1       1 1 ,-0.6651662745292967
1       1 11,-0.04286875000000004
1       11  ,-0.7038553214042966
1       11 1,-0.07360591167968755
1       111 ,-0.034916864804687565
1       1111,-0.7412060460937497
1      1    ,-0.03151247048623043
1      1   1,-0.6651662745292967
1      1  1 ,-0.6302494097246091
1      1  11,-0.03491686480468755
1      1 1  ,-0.6651662745292967
1      1 1 1,-0.034916864804687586
1      1 11 ,0.7001750258203123
1      1 111,-0.7370263429687498
1      11   ,-0.6651662745292967
1      11  1,-0.03491686480468755
1      11 1 ,-0.08241686480468761
1      11 11,-0.8273950929687499
1      111  ,0.0
1      111 1,-1.6483372960937497
1      1111 ,-0.7845263429687497
1      11111,-0.08618904687500017
1     1     ,0.0
1     1    1,-0.7038553214042966
1     1   1 ,-0.6651662745292967
1     1   11,-0.03491686480468755
1     1  1  ,-0.7038553214042966
1     1  1 1,0.7001750258203123
1     1  11 ,-0.07360591167968758
1     1  111,0.03675459453125007
1     1 1   ,-0.7038553214042966
1     1 1  1,-0.04286875000000012
1     1 1 1 ,-0.0349168648046876
1     1 1 11,-0.6576119835937496
1     1 11  ,0.0
1     1 11 1,-0.95
1     1 111 ,-0.6919013429687497
1     1 1111,-0.1290577968750001
1     11    ,-0.6651662745292967
1     11   1,-0.034916864804687524
1     11  1 ,-0.034916864804687586
1     11  11,-0.7798950929687498
1     11 1  ,0.0
1     11 1 1,-0.7458372960937497
1     11 11 ,-0.7370263429687498
1     11 111,-0.08155779687500009
1     111   ,0.0
1     111  1,-0.95
1     111 1 ,-0.7370263429687498
1     111 11,-0.08155779687500009
1     1111  ,-0.95
1     1111 1,-0.031557796875000044
1     11111 ,-0.1741827968750002
1     111111,-1.5811559374999997
1    1      ,0.0
1    1     1,-0.7038553214042966
1    1    1 ,-0.7080350245292966
1    1    11,-0.07360591167968758
1    1   1  ,-0.6651662745292967
1    1   1 1,-0.0349168648046876
1    1   11 ,-0.03491686480468768
1    1   111,-0.7370263429687498
1    1  1   ,-0.7038553214042966
1    1  1  1,-0.07360591167968758
1    1  1 1 ,-0.04750000000000004
1    1  1 11,0.07747990703125009
1    1  11  ,-0.034916864804687586
1    1  11 1,-0.95
1    1  111 ,-1.6870263429687498
1    1  1111,-0.08155779687500009
1    1 1    ,-0.7038553214042966
1    1 1   1,-0.034916864804687586
1    1 1  1 ,-0.04750000000000004
1    1 1  11,-0.6124869835937495
1    1 1 1  ,-0.03491686480468756
1    1 1 1 1,-0.6983372960937497
1    1 1 11 ,-0.7798950929687498
1    1 1 111,-0.1290577968750001
1    1 11   ,-0.29269372417968775
1    1 11  1,-0.7370263429687498
1    1 11 1 ,-2.5444013429687495
1    1 11 11,0.10393595312499992
1    1 111  ,-1.4269932335937496
1    1 111 1,-0.08155779687500009
1    1 1111 ,1.775817203125
1    1 11111,-0.8641496874999999
1    11     ,-0.7038553214042966
1    11    1,-0.034916864804687586
1    11   1 ,0.7001750258203123
1    11   11,-0.7370263429687498
1    11  1  ,-0.034916864804687475
1    11  1 1,-0.8206204054687497
1    11  11 ,-0.7798950929687498
1    11  111,-0.03868904687500008
1    11 1   ,0.7409003383203123
1    11 1  1,-0.7798950929687498
1    11 1 1 ,-2.5444013429687495
1    11 1 11,-0.08155779687500009
1    11 11  ,-1.4269932335937496
1    11 11 1,-0.08618904687500017
1    11 111 ,0.0
1    11 1111,-0.8641496874999999
1    111    ,0.0
1    111   1,-0.7798950929687498
1    111  1 ,-1.72989509296875
1    111  11,0.006435953124999894
1    111 1  ,-0.8206204054687497
1    111 1 1,-0.08155779687500009
1    111 11 ,-0.03868904687500008
1    111 111,-0.9092746875
1    1111   ,-0.8681204054687499
1    1111  1,-0.08618904687500015
1    1111 1 ,2.6783172031249998
1    1111 11,-1.6786559374999996
1    11111  ,-0.17418279687500016
1    11111 1,0.09072531250000015
1    111111 ,-1.7666496874999997
1    1111111,0.95713125
1   1       ,-0.03151247048623044
1   1      1,-0.6651662745292967
1   1     1 ,-0.6302494097246091
1   1     11,-0.034916864804687524
1   1    1  ,-0.6651662745292967
1   1    1 1,-0.07360591167968757
1   1    11 ,-0.0349168648046876
1   1    111,-0.7370263429687498
1   1   1   ,-0.6651662745292967
1   1   1  1,-0.034916864804687586
1   1   1 1 ,0.7001750258203123
1   1   1 11,0.07747990703125007
1   1   11  ,0.0
1   1   11 1,-1.6419013429687495
1   1   111 ,-0.7798950929687498
1   1   1111,-0.896064046875
1   1  1    ,-0.6651662745292967
1   1  1   1,-0.03491686480468755
1   1  1  1 ,-0.034916864804687524
1   1  1  11,0.07747990703125007
1   1  1 1  ,-0.034916864804687475
1   1  1 1 1,-0.7798950929687498
1   1  1 11 ,-0.8573749999999999
1   1  1 111,-0.08155779687500009
1   1  11   ,-0.034916864804687475
1   1  11  1,0.036754594531250066
1   1  11 1 ,-0.8725200929687499
1   1  11 11,-0.08618904687500015
1   1  111  ,-0.7370263429687498
1   1  111 1,-0.08155779687500009
1   1  1111 ,-0.03868904687500008
1   1  11111,-2.5811559374999997
1   1 1     ,-0.6651662745292967
1   1 1    1,-0.034916864804687524
1   1 1   1 ,-0.034916864804687586
1   1 1   11,0.07747990703125007
1   1 1  1  ,0.0
1   1 1  1 1,-0.7458372960937497
1   1 1  11 ,0.036754594531250025
1   1 1  111,-0.08155779687500009
1   1 1 1   ,0.0
1   1 1 1  1,-0.9048749999999999
1   1 1 1 1 ,-0.7798950929687498
1   1 1 1 11,-0.08155779687500009
1   1 1 11  ,-0.95611415546875
1   1 1 11 1,1.820942203125
1   1 1 111 ,-0.08155779687500009
1   1 1 1111,-1.7666496874999997
1   1 11    ,-0.03491686480468755
1   1 11   1,-0.006114155468749882
1   1 11  1 ,-0.7370263429687498
1   1 11  11,-0.08155779687500009
1   1 11 1  ,-0.7370263429687498
1   1 11 1 1,-0.08155779687500009
1   1 11 11 ,-0.1222831093750002
1   1 11 111,-1.7666496874999997
1   1 111   ,0.036754594531250066
1   1 111  1,-0.08155779687500009
1   1 111 1 ,-0.08155779687500009
1   1 111 11,-1.7237809374999997
1   1 1111  ,-0.08155779687500009
1   1 1111 1,-2.5811559374999997
1   1 11111 ,-1.7666496874999997
1   1 111111,-0.13549374999999997
1   11      ,-0.6651662745292967
1   11     1,-0.034916864804687565
1   11    1 ,-0.034916864804687565
1   11    11,0.07747990703125009
1   11   1  ,-0.034916864804687565
1   11   1 1,0.0367545945312501
1   11   11 ,-1.4721182335937488
1   11   111,-0.12228310937499995
1   11  1   ,-0.03491686480468759
1   11  1  1,-0.7370263429687498
1   11  1 1 ,-0.8725200929687499
1   11  1 11,-0.9886890468749999
1   11  11  ,0.03675459453125011
1   11  11 1,-0.08155779687500009
1   11  111 ,-0.12228310937500009
1   11  1111,-0.8641496874999999
1   11 1    ,-0.07360591167968755
1   11 1   1,0.07747990703125009
1   11 1  1 ,-0.8725200929687499
1   11 1  11,-0.95
1   11 1 1  ,-0.8206204054687497
1   11 1 1 1,-0.12228310937500009
1   11 1 11 ,0.0064359531249997826
1   11 1 111,-0.8641496874999999
1   11 11   ,-0.8725200929687499
1   11 11  1,-0.9886890468749999
1   11 11 1 ,0.9184422031249999
1   11 11 11,-1.6786559374999996
1   11 111  ,-0.08155779687500009
1   11 111 1,-1.6311559374999995
1   11 1111 ,-1.7666496874999997
1   11 11111,0.9571312499999999
1   111     ,-0.034916864804687586
1   111    1,-1.5944013429687498
1   111   1 ,-0.7370263429687498
1   111   11,-0.08155779687500009
1   111  1  ,-0.7370263429687498
1   111  1 1,-0.08155779687500009
1   111  11 ,-0.08155779687500009
1   111  111,-0.7737809374999999
1   111 1   ,-0.7798950929687498
1   111 1  1,-0.03868904687500011
1   111 1 1 ,0.0
1   111 1 11,0.040725312500000076
1   111 11  ,-1.031557796875
1   111 11 1,0.08585031250000008
1   111 111 ,-1.7666496874999997
1   111 1111,-0.99286875
1   1111    ,-0.8206204054687497
1   1111   1,-0.08155779687500009
1   1111  11,-1.6786559374999996
1   1111 1  ,-0.08155779687500009
1   1111 1 1,-1.7666496874999997
1   1111 11 ,-1.7666496875
1   1111 111,-0.04286875000000012
1   11111   ,-0.08155779687500009
1   11111  1,0.040725312500000034
1   11111 1 ,-1.7666496874999997
1   11111 11,-0.1354937500000002
1   111111  ,-1.7666496874999997
1   111111 1,-0.09036875000000011
1   1111111 ,1.8596312499999998
1   11111111,-1.8073749999999997
1  1        ,0.6573062758203122
1  1       1,-0.7038553214042966
1  1      1 ,-0.7406099159355466
1  1      11,-0.034916864804687586
1  1     1  ,0.0
1  1     1 1,-0.034916864804687586
1  1     11 ,-0.07360591167968758
1  1     111,-0.7370263429687498
1  1    1   ,-0.7038553214042966
1  1    1  1,-0.034916864804687586
1  1    1 1 ,0.7409003383203123
1  1    1 11,0.07747990703125009
1  1    11  ,0.7409003383203123
1  1    11 1,-0.95
1  1    111 ,-0.7798950929687498
1  1    1111,-0.1741827968750002
1  1   1    ,-0.7038553214042966
1  1   1   1,0.0
1  1   1  1 ,-0.07360591167968755
1  1   1  11,-0.8206204054687497
1  1   1 1  ,-0.034916864804687475
1  1   1 1 1,-0.7370263429687498
1  1   1 11 ,-0.7370263429687498
1  1   1 111,-0.08155779687500009
1  1   11   ,0.7795893851953122
1  1   11  1,-1.4269932335937496
1  1   11 1 ,-0.8273950929687499
1  1   11 11,-0.08155779687500009
1  1   111  ,-0.8573749999999999
1  1   111 1,-0.03868904687500003
1  1   1111 ,1.5495981406249995
1  1   11111,-1.6786559374999996
1  1  1     ,-0.7038553214042966
1  1  1    1,0.7001750258203123
1  1  1   1 ,0.0
1  1  1   11,-1.4721182335937495
1  1  1  1  ,-0.034916864804687586
1  1  1  1 1,-0.7798950929687498
1  1  1  11 ,0.07747990703125009
1  1  1  111,-0.2149081093750002
1  1  1 1   ,0.7795893851953122
1  1  1 1  1,-0.8206204054687498
1  1  1 1 1 ,-1.4721182335937495
1  1  1 1 11,-0.1741827968750002
1  1  1 11  ,-0.95
1  1  1 11 1,-0.95
1  1  1 111 ,-0.9435640468749998
1  1  1 1111,0.18335031250000022
1  1  11    ,-0.07360591167968755
1  1  11   1,-0.7798950929687498
1  1  11  1 ,-0.7798950929687498
1  1  11  11,0.8209422031249999
1  1  11 1  ,-0.8206204054687497
1  1  11 1 1,-0.1741827968750002
1  1  11 11 ,-0.8960640468750001
1  1  11 111,-1.7666496874999997
1  1  111   ,-1.5149869835937495
1  1  111  1,-0.95
1  1  111 1 ,1.5495981406249995
1  1  111 11,-1.6786559374999996
1  1  1111  ,-0.12905779687500007
1  1  1111 1,-0.7666496874999997
1  1  11111 ,-1.7666496874999997
1  1  111111,2.71700625
1  1 1      ,-1.5293159620292964
1  1 1     1,0.0
1  1 1    1 ,-0.034916864804687565
1  1 1    11,-1.6870263429687498
1  1 1   1  ,-0.95
1  1 1   1 1,-0.7370263429687498
1  1 1   11 ,0.07747990703125009
1  1 1   111,-0.08155779687500009
1  1 1  1   ,0.7860253383203124
1  1 1  1  1,-0.95
1  1 1  1 1 ,-0.8273950929687499
1  1 1  1 11,-0.1290577968750001
1  1 1  11  ,-1.4269932335937496
1  1 1  11 1,0.0
1  1 1  111 ,-0.95
1  1 1  1111,-0.9092746874999998
1  1 1 1    ,-0.95
1  1 1 1   1,-1.7706204054687498
1  1 1 1  1 ,-0.95
1  1 1 1  11,-0.12905779687500007
1  1 1 1 1  ,-0.7798950929687498
1  1 1 1 1 1,-0.08155779687500009
1  1 1 1 11 ,-0.17418279687500016
1  1 1 1 111,-1.6786559374999996
1  1 1 11   ,-1.4269932335937496
